,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
11908,276909,1,0,0.53,10,1.44,5,0.0,0.0,0,1
11909,276913,0,0,2.31,16,0.7160392094986286,0,0.0,0.0,0,1
11910,276919,1,0,6.87,21,0.64,1,39.3,2.4,0,0
11911,276928,1,0,3.59,10,0.7160392094986286,1,2.0,0.1,5,1
11912,277002,1,0,2.65,0,0.7160392094986286,0,2.9,0.7,5,1
11913,277038,1,0,6.87,20,0.9,0,36.6,0.9,0,0
11914,277061,1,1,1.09,23,0.0,1,0.0,0.0,0,1
11915,277074,0,0,0.89,18,0.0,0,0.0,0.0,0,1
11916,277106,1,1,6.87,30,1.0,0,73.9,6.0,0,0
11917,277132,1,1,6.87,15,1.34,0,29.8,3.1,0,0
11918,277148,0,0,2.09,0,0.7160392094986286,0,0.0,0.0,0,1
11919,277189,1,0,1.06,20,0.0,0,0.0,0.0,0,1
11920,277194,0,0,1.98,22,0.7160392094986286,0,0.0,0.0,0,1
11921,277198,1,1,7.06,10,0.0,0,93.4,4.0,0,1
11922,277230,1,0,6.87,12,1.05,0,28.6,2.2,0,0
11923,277248,1,0,4.39,10,0.7160392094986286,0,0.1,0.0,0,1
11924,277257,0,0,2.2,23,0.7160392094986286,1,8.7,0.6,0,1
11925,277275,1,0,4.45,30,0.0,0,34.7,5.1,0,1
11926,277292,0,0,2.24,40,0.0,0,10.8,0.6,0,1
11927,277304,0,0,2.33,23,0.7160392094986286,0,6.2,0.4,0,1
11928,277319,0,0,1.08,20,0.0,0,0.0,0.0,0,1
11929,277349,1,0,3.09,22,0.7160392094986286,0,7.3,1.1,0,1
11930,277378,1,1,2.39,0,0.7160392094986286,5,5.1,0.5,0,1
11931,277389,1,1,6.87,19,1.7,0,28.5,0.7,0,0
11932,277393,0,0,2.25,23,0.7160392094986286,0,10.8,0.7,0,1
11933,277406,0,0,3.08,23,0.7160392094986286,0,5.0,0.5,0,1
11934,277423,1,1,6.87,13,1.75,0,26.2,3.3,0,0
11935,277425,0,0,0.89,22,0.7160392094986286,0,0.0,0.0,0,1
11936,277432,1,0,1.34,0,0.0,0,0.0,0.0,0,1
11937,277434,0,0,0.3,18,1.89,1,0.0,0.0,0,1
11938,277437,1,1,1.08,17,0.0,0,0.0,0.0,0,1
11939,277451,1,1,6.87,33,0.7160392094986286,1,3.9,0.7,0,0
11940,277454,1,0,6.87,12,0.7160392094986286,0,1.5,0.2,4,0
11941,277457,1,0,4.71,13,0.0,0,6.8,0.3,0,1
11942,277463,0,0,2.36,0,0.7160392094986286,1,0.7,0.0,1,1
11943,277467,0,0,4.62,22,0.7160392094986286,0,20.5,0.9,0,1
11944,277474,1,0,2.77,21,0.0,0,9.3,0.6,0,1
11945,277484,1,1,1.24,0,0.7160392094986286,0,0.0,0.0,3,1
11946,277496,1,1,6.87,13,1.89,0,25.3,2.1,0,0
11947,277515,1,0,5.07,13,0.7160392094986286,0,17.6,3.2,0,1
11948,277552,1,1,6.87,10,1.43,0,17.0,4.7,0,0
11949,277567,0,0,3.45,21,0.7160392094986286,0,29.2,1.6,0,1
11950,277582,1,0,2.18,24,0.7160392094986286,0,25.8,1.6,0,1
11951,277592,1,0,1.78,25,0.0,2,0.0,0.0,0,1
11952,277610,1,1,6.89,21,0.0,0,126.1,9.3,0,1
11953,277635,1,0,1.26,0,0.0,0,0.0,0.0,7,1
11954,277648,0,0,1.48,23,0.0,0,0.0,0.0,0,1
11955,277764,1,0,2.56,18,0.7160392094986286,0,14.8,0.6,0,1
11956,277792,0,0,1.61,0,0.0,0,0.0,0.0,3,1
11957,277828,0,0,2.25,23,0.7160392094986286,1,14.0,1.4,0,1
11958,277856,1,1,0.33,5,1.64,0,0.0,0.0,0,1
11959,277859,0,0,1.07,21,0.01,0,0.0,0.0,0,1
11960,277875,1,0,4.1,0,0.7160392094986286,0,0.0,0.0,0,1
11961,277894,0,0,4.58,10,0.7160392094986286,0,2.5,0.2,5,1
11962,277901,0,0,5.07,23,0.7160392094986286,0,9.2,0.4,1,1
11963,277907,1,0,6.87,12,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
11964,277914,0,0,1.67,23,0.0,0,0.0,0.0,0,1
11965,277924,1,0,5.21,15,0.0,1,63.1,18.5,0,1
11966,277947,0,0,2.23,0,0.7160392094986286,0,0.8,0.2,2,1
11967,277965,1,0,0.21,3,1.77,0,0.0,0.0,0,1
11968,277969,1,0,1.45,21,0.0,1,0.0,0.0,0,1
11969,278011,1,1,6.87,10,1.41,0,26.1,1.8,0,0
11970,278034,0,0,0.66,11,0.0,0,0.0,0.0,0,1
11971,278035,1,1,6.87,15,1.64,0,76.4,10.2,0,0
11972,278049,1,1,6.87,10,1.2,1,97.1,4.6,0,0
11973,278063,1,0,2.04,18,0.7160392094986286,0,0.0,0.0,0,1
11974,278162,0,0,0.62,0,1.36,0,0.0,0.0,0,1
11975,278171,0,0,1.41,22,0.0,1,0.0,0.0,0,1
11976,278175,1,1,6.87,24,1.17,1,100.7,7.9,0,0
11977,278177,0,0,6.71,20,0.7160392094986286,0,56.0,2.7,0,1
11978,278204,1,0,5.17,17,0.0,0,34.7,2.0,0,1
11979,278205,1,1,1.33,20,0.0,0,0.0,0.0,0,1
11980,278225,0,0,2.24,23,0.7160392094986286,0,23.0,0.9,0,1
11981,278254,1,1,0.98,17,0.0,0,0.0,0.0,0,1
11982,278256,1,0,6.87,21,0.52,0,5.6,0.6,0,0
11983,278280,0,0,6.87,32,0.7160392094986286,0,31.0,0.6,4,0
11984,278290,0,0,1.56,0,0.63,0,0.0,0.0,7,1
11985,278297,1,0,6.87,22,0.76,0,98.3,15.3,0,0
11986,278381,1,0,6.87,12,1.03,0,57.0,4.2,0,0
11987,278382,0,0,6.87,73,0.7160392094986286,0,50.7,2.3,0,0
11988,278424,1,1,6.87,15,1.36,2,9.3,1.4,0,0
11989,278425,0,0,2.02,20,0.7160392094986286,0,0.0,0.0,0,1
11990,278443,1,1,7.28,12,0.91,0,28.8,1.2,0,1
11991,278471,1,1,0.83,2,0.01,0,0.0,0.0,6,1
11992,278494,1,1,2.27,21,0.7160392094986286,0,0.1,0.0,0,1
11993,278545,0,0,0.83,23,0.0,0,7.3,0.3,0,1
11994,278554,1,0,2.97,17,0.0,0,23.2,2.0,0,1
11995,278571,0,0,1.7,20,0.0,0,0.0,0.0,0,1
11996,278578,1,0,3.66,56,0.7160392094986286,0,297.5,34.7,0,1
11997,278588,1,0,4.3,24,0.0,0,33.7,3.3,0,1
11998,278590,0,0,0.16,11,1.81,0,0.0,0.0,0,1
11999,278592,1,1,6.87,22,1.97,0,84.5,10.4,0,0
12000,278632,0,0,7.21,0,0.7160392094986286,0,0.0,0.0,0,1
12001,278636,1,0,2.92,0,0.7160392094986286,0,11.6,0.3,2,1
12002,278645,1,0,1.59,24,0.0,0,0.0,0.0,0,1
12003,278659,1,0,2.32,23,0.7160392094986286,2,17.8,2.4,0,1
12004,278671,1,1,2.05,0,0.7160392094986286,0,0.1,0.0,1,1
12005,278675,1,1,6.87,21,0.1,0,49.6,1.4,0,0
12006,278688,1,1,6.06,12,0.0,0,8.2,1.2,0,1
12007,278706,0,0,1.25,23,0.94,0,0.0,0.0,0,1
12008,278711,0,0,2.92,23,0.7160392094986286,0,6.3,1.1,0,1
12009,278714,0,0,6.87,12,0.7160392094986286,0,2.9,0.2,5,0
12010,278729,1,1,6.03,19,0.0,0,14.6,0.9,0,1
12011,278734,1,1,6.87,24,1.32,2,60.1,5.4,0,0
12012,278775,1,1,3.89,10,0.7160392094986286,0,3.7,0.5,7,1
12013,278776,0,0,0.08,10,0.7160392094986286,2,0.0,0.0,0,1
12014,278806,1,0,6.87,20,1.09,0,5.3,0.4,0,0
12015,278809,1,1,4.53,10,0.0,1,9.5,0.7,0,1
12016,278825,1,0,6.22,20,0.7160392094986286,2,15.9,0.8,0,1
12017,278828,1,1,6.87,14,1.51,0,44.9,2.0,1,0
12018,278885,1,0,6.87,21,0.19,0,128.6,8.3,0,0
12019,278900,1,1,2.78,21,0.7160392094986286,0,4.4,0.3,0,1
12020,278910,1,1,6.87,15,1.27,0,39.0,6.5,0,0
12021,278913,1,1,4.85,17,0.0,0,31.5,1.8,0,1
12022,278959,1,1,6.87,18,1.87,1,12.4,1.8,0,0
12023,279002,1,0,2.55,22,0.7160392094986286,0,1.7,0.3,0,1
12024,279012,0,0,4.04,23,0.7160392094986286,1,2.2,0.4,0,1
12025,279081,1,0,6.87,21,0.12,0,73.9,5.5,0,0
12026,279090,1,1,6.87,21,0.11,0,14.3,1.8,0,0
12027,279098,1,1,0.35,19,0.7160392094986286,0,0.0,0.0,0,1
12028,279108,1,0,4.6,30,0.0,0,14.9,0.4,0,1
12029,279156,0,0,2.3,22,0.7160392094986286,0,4.2,0.3,0,1
12030,279169,0,0,0.27,12,0.0,0,0.0,0.0,0,1
12031,279183,1,1,6.87,10,1.07,0,20.6,1.6,0,0
12032,279214,1,1,4.42,26,0.7160392094986286,0,6.2,0.3,0,1
12033,279222,1,0,6.87,20,0.93,0,21.3,1.1,0,0
12034,279259,1,0,0.44,7,1.53,0,0.0,0.0,0,1
12035,279285,1,0,6.87,22,0.96,0,26.1,2.7,0,0
12036,279297,1,0,2.79,21,0.7160392094986286,0,31.5,7.7,0,1
12037,279303,0,0,1.59,20,0.0,0,0.0,0.0,0,1
12038,279326,0,0,0.78,15,0.03,0,0.0,0.0,0,1
12039,279375,1,0,5.81,24,0.7160392094986286,0,81.3,3.8,0,1
12040,279381,1,0,6.87,21,0.3,0,125.7,8.2,0,0
12041,279417,1,0,0.96,22,0.01,0,0.0,0.0,0,1
12042,279449,1,0,2.41,23,0.7160392094986286,0,11.1,0.7,0,1
12043,279460,0,0,1.67,23,0.51,0,0.0,0.0,0,1
12044,279521,1,0,7.01,48,0.7160392094986286,2,137.4,27.0,0,1
12045,279522,1,1,2.5,23,0.7160392094986286,0,9.9,2.4,0,1
12046,279543,0,0,1.25,0,0.0,0,0.0,0.0,6,1
12047,279557,1,1,1.98,22,0.7160392094986286,0,0.0,0.0,0,1
12048,279559,0,0,1.58,17,0.0,0,0.0,0.0,0,1
12049,279561,0,0,2.75,23,0.7160392094986286,0,35.2,2.5,0,1
12050,279581,1,1,6.87,18,1.85,0,35.9,3.9,0,0
12051,279592,1,1,6.87,12,0.46,0,52.0,4.3,0,0
12052,279626,1,1,4.1,5,0.0,0,2.8,0.2,0,1
12053,279630,1,1,1.98,22,0.7160392094986286,0,0.0,0.0,0,1
12054,279644,1,0,6.87,22,0.98,0,26.0,1.9,0,0
12055,279664,1,0,2.99,15,0.7160392094986286,0,52.8,3.6,0,1
12056,279666,0,0,2.05,0,0.7160392094986286,0,0.0,0.0,0,1
12057,279677,1,1,6.87,20,1.01,1,65.6,2.8,0,0
12058,279691,1,1,6.87,18,1.57,0,6.5,0.6,0,0
12059,279714,1,1,3.59,139,0.7160392094986286,0,0.0,0.0,0,1
12060,279734,1,0,2.9,54,0.7160392094986286,0,39.2,4.1,0,1
12061,279762,1,0,1.12,16,0.02,3,0.0,0.0,0,1
12062,279776,1,0,6.87,19,1.41,0,28.9,1.4,0,0
12063,279778,1,1,2.35,21,0.7160392094986286,1,19.0,1.3,0,1
12064,279782,1,0,7.31,18,0.7160392094986286,0,27.0,3.7,0,1
12065,279786,0,0,2.41,0,0.7160392094986286,0,0.3,0.0,1,1
12066,279860,0,0,2.85,20,0.7160392094986286,0,5.7,0.3,0,1
12067,279992,0,0,4.75,80,0.7160392094986286,0,607.5,27.5,0,1
12068,279999,1,0,6.87,21,0.7160392094986286,0,47.0,3.3,0,0
12069,280007,0,0,0.75,0,0.0,0,0.0,0.0,1,1
12070,280044,1,1,2.77,23,0.7160392094986286,0,4.1,0.8,2,1
12071,280062,1,0,2.4,19,0.7160392094986286,0,0.1,0.1,0,1
12072,280103,0,0,1.73,0,0.0,0,0.0,0.0,7,1
12073,280107,0,0,3.55,24,0.7160392094986286,1,53.9,3.9,0,1
12074,280119,0,0,6.68,13,0.7160392094986286,0,2.7,0.5,4,1
12075,280172,1,1,5.47,22,0.0,0,51.5,7.3,0,1
12076,280207,1,1,2.93,20,0.7160392094986286,0,31.4,4.6,0,1
12077,280211,1,0,2.67,23,0.7160392094986286,0,29.4,3.1,0,1
12078,280212,1,0,0.65,0,1.53,0,0.0,0.0,4,1
12079,280214,1,1,6.87,14,1.8,0,76.2,17.0,0,0
12080,280253,1,0,6.87,25,0.31,0,109.9,5.5,0,0
12081,280257,1,1,5.5,15,0.0,0,1.0,0.1,2,1
12082,280261,1,1,6.87,24,0.86,1,153.9,5.5,0,0
12083,280287,0,0,0.24,17,1.73,0,0.0,0.0,0,1
12084,280299,1,0,4.37,26,0.7160392094986286,0,34.4,2.8,0,1
12085,280305,1,0,2.58,23,0.7160392094986286,0,11.0,1.2,0,1
12086,280328,0,0,1.67,18,0.0,0,0.0,0.0,0,1
12087,280350,1,0,3.47,22,0.7160392094986286,0,39.2,13.7,0,1
12088,280371,0,0,2.04,0,0.7160392094986286,0,0.0,0.0,2,1
12089,280415,0,0,1.65,0,0.7160392094986286,1,0.0,0.0,3,1
12090,280448,0,0,1.71,22,0.0,0,0.0,0.0,0,1
12091,280527,0,0,1.54,74,0.0,2,0.0,0.0,0,1
12092,280543,1,1,6.87,21,0.21,1,25.6,1.6,0,0
12093,280552,1,0,1.81,22,0.0,0,0.0,0.0,0,1
12094,280574,1,0,6.17,15,0.7160392094986286,0,0.6,0.1,0,1
12095,280601,0,0,5.43,24,0.0,0,19.2,1.2,0,1
12096,280606,1,1,3.37,56,0.7160392094986286,0,38.1,4.4,0,1
12097,280610,1,1,0.96,22,0.01,0,0.0,0.0,0,1
12098,280616,0,0,3.38,11,0.0,0,15.7,0.6,0,1
12099,280623,1,1,4.76,12,0.7160392094986286,0,39.9,2.1,0,1
12100,280642,1,0,3.39,0,0.7160392094986286,0,0.0,0.0,0,1
12101,280647,1,0,2.47,0,0.7160392094986286,0,0.1,0.1,1,1
12102,280668,0,0,2.78,19,0.7160392094986286,0,4.1,0.2,0,1
12103,280678,1,0,4.25,16,0.7160392094986286,0,23.5,0.7,0,1
12104,280818,1,0,1.7,21,0.0,0,0.0,0.0,0,1
12105,280844,1,0,0.53,21,1.45,0,0.0,0.0,0,1
12106,280865,1,0,6.87,12,0.7160392094986286,0,2.7,0.4,5,0
12107,280866,1,0,3.47,10,0.0,0,10.5,0.5,0,1
12108,280894,1,0,4.63,21,0.0,0,22.9,1.1,0,1
12109,280909,1,1,2.73,0,0.7160392094986286,0,11.3,0.7,7,1
12110,280926,1,0,4.72,21,0.7160392094986286,0,33.6,1.8,0,1
12111,280970,0,0,2.37,21,0.7160392094986286,0,11.9,0.8,0,1
12112,280985,0,0,5.54,29,0.7160392094986286,0,34.2,7.4,0,1
12113,281006,1,0,6.94,20,0.7160392094986286,0,121.4,7.3,0,1
12114,281010,1,1,6.87,15,1.16,0,128.1,7.0,0,0
12115,281032,0,0,4.33,16,0.7160392094986286,0,13.3,2.0,0,1
12116,281037,1,1,6.87,16,0.05,1,41.0,3.0,0,0
12117,281038,1,1,1.03,21,0.02,0,0.0,0.0,0,1
12118,281122,0,0,1.86,14,0.7160392094986286,0,0.0,0.0,0,1
12119,281136,1,1,6.87,10,1.21,1,10.2,1.3,0,0
12120,281162,0,0,2.47,13,0.7160392094986286,0,0.5,0.0,0,1
12121,281199,0,0,2.22,18,0.7160392094986286,0,2.6,0.1,3,1
12122,281209,1,0,6.01,15,0.0,0,10.4,0.5,0,1
12123,281212,1,1,6.87,20,1.84,0,53.5,4.2,0,0
12124,281235,1,1,2.54,22,0.7160392094986286,0,37.6,5.0,0,1
12125,281252,1,0,2.38,22,0.7160392094986286,0,42.9,2.7,0,1
12126,281259,1,1,6.87,16,1.61,0,45.8,4.7,0,0
12127,281291,1,0,0.42,0,0.7160392094986286,0,0.0,0.0,3,1
12128,281324,1,0,6.76,3,0.7160392094986286,0,0.2,0.0,0,1
12129,281372,1,0,2.11,0,0.7160392094986286,0,2.7,0.2,5,1
12130,281432,1,1,1.28,21,0.01,0,0.0,0.0,0,1
12131,281433,0,0,2.11,50,0.7160392094986286,0,1.4,0.3,0,1
12132,281449,1,1,1.99,0,0.7160392094986286,1,0.0,0.0,0,1
12133,281455,1,0,4.37,25,0.7160392094986286,1,16.9,0.9,0,1
12134,281537,1,0,6.87,25,0.05,0,48.7,3.5,0,0
12135,281585,0,0,2.99,23,0.7160392094986286,0,4.4,0.4,0,1
12136,281591,1,0,3.04,22,0.7160392094986286,0,34.5,2.0,0,1
12137,281601,1,1,2.29,20,0.7160392094986286,0,4.5,1.5,0,1
12138,281605,1,1,6.87,21,0.38,0,83.9,9.2,0,0
12139,281612,1,1,3.93,17,0.0,0,15.7,1.8,0,1
12140,281632,0,0,0.45,19,0.0,0,0.0,0.0,0,1
12141,281698,1,0,6.87,24,0.7160392094986286,1,31.6,2.7,0,0
12142,281708,0,0,2.03,21,0.7160392094986286,0,1.2,0.2,0,1
12143,281760,1,0,3.44,16,0.0,0,14.7,0.9,0,1
12144,281793,1,1,0.98,17,0.0,0,0.0,0.0,0,1
12145,281891,0,0,0.7,0,1.27,0,0.0,0.0,2,1
12146,281896,1,1,1.55,23,0.0,0,0.0,0.0,4,1
12147,281897,1,1,6.87,15,1.15,0,147.5,13.2,0,0
12148,281959,0,0,1.98,22,0.7160392094986286,0,0.0,0.0,0,1
12149,282008,0,0,3.48,0,0.7160392094986286,0,1.2,0.3,5,1
12150,282028,1,0,2.12,22,0.7160392094986286,0,10.4,0.6,0,1
12151,282029,1,0,5.6,24,0.0,0,38.6,2.3,0,1
12152,282050,1,1,2.95,21,0.7160392094986286,0,0.6,0.0,0,1
12153,282075,0,0,1.25,23,0.0,0,0.0,0.0,0,1
12154,282117,0,0,1.98,22,0.7160392094986286,0,0.0,0.0,0,1
12155,282179,1,0,6.87,12,1.04,0,33.3,5.3,0,0
12156,282201,1,0,2.89,22,0.7160392094986286,0,27.8,1.3,0,1
12157,282202,0,0,1.24,21,0.0,0,0.0,0.0,0,1
12158,282203,1,0,0.77,18,0.0,0,0.0,0.0,0,1
12159,282218,0,0,4.31,32,0.7160392094986286,0,11.0,0.8,1,1
12160,282256,1,1,2.15,23,0.7160392094986286,0,0.9,0.2,0,1
12161,282270,1,1,6.87,15,1.29,1,76.2,15.2,0,0
12162,282280,0,0,2.84,0,0.7160392094986286,0,19.8,1.3,7,1
12163,282283,0,0,3.22,0,0.7160392094986286,0,1.3,0.1,2,1
12164,282291,1,0,7.59,0,0.7160392094986286,0,0.0,0.0,0,1
12165,282398,1,0,1.41,0,0.0,0,0.0,0.0,6,1
12166,282418,0,0,3.9,8,0.7160392094986286,0,1.1,0.1,3,1
12167,282494,0,0,0.69,15,1.28,0,0.0,0.0,0,1
12168,282522,0,0,6.86,12,0.7160392094986286,0,43.68991139610236,4.192075723644831,0,0
12169,282541,1,1,2.41,0,0.7160392094986286,0,3.8,0.5,7,1
12170,282545,0,0,3.44,21,0.7160392094986286,0,15.2,1.9,0,1
12171,282565,0,0,0.37,5,1.6,1,0.0,0.0,0,1
12172,282628,0,0,0.23,6,1.75,0,0.0,0.0,0,1
12173,282630,1,1,2.18,21,0.7160392094986286,0,8.5,0.8,0,1
12174,282652,0,0,2.23,23,0.7160392094986286,0,8.0,0.7,0,1
12175,282676,0,0,3.39,17,0.7160392094986286,0,23.9,5.3,0,1
12176,282789,1,0,2.2,0,0.7160392094986286,0,0.0,0.0,3,1
12177,282809,1,0,6.86,22,1.08,0,12.3,0.7,0,0
12178,282823,0,0,0.28,3,1.69,0,0.0,0.0,0,1
12179,282847,0,0,2.16,0,0.7160392094986286,0,0.0,0.0,3,1
12180,282854,1,0,5.84,24,0.7160392094986286,0,78.9,5.9,0,1
12181,282897,1,0,6.86,19,1.85,2,54.5,2.9,0,0
12182,282901,1,0,3.88,22,0.0,0,32.6,9.2,0,1
12183,282917,1,0,3.53,12,0.0,0,6.4,0.7,0,1
12184,282949,1,1,7.02,0,0.7160392094986286,0,0.0,0.0,0,1
12185,282956,1,0,1.41,0,0.0,1,0.0,0.0,4,1
12186,282986,1,1,6.86,20,0.01,0,102.4,5.0,0,0
12187,283061,0,0,1.07,0,0.0,0,0.0,0.0,0,1
12188,283095,1,1,6.86,24,0.7160392094986286,0,34.2,3.1,0,0
12189,283143,0,0,0.22,20,1.75,0,0.0,0.0,0,1
12190,283171,0,0,2.39,20,0.7160392094986286,0,6.3,0.4,0,1
12191,283175,0,0,2.58,40,0.7160392094986286,0,64.8,4.7,0,1
12192,283176,1,0,3.44,21,0.7160392094986286,0,15.2,0.9,0,1
12193,283178,1,1,2.19,32,0.7160392094986286,2,15.5,1.6,0,1
12194,283219,0,0,0.28,2,1.7,0,0.0,0.0,0,1
12195,283263,0,0,2.3,22,0.7160392094986286,0,7.5,0.5,0,1
12196,283273,0,0,0.25,6,1.73,1,0.0,0.0,0,1
12197,283313,1,0,2.0,0,0.7160392094986286,0,0.0,0.0,5,1
12198,283366,0,0,6.58,24,0.7160392094986286,0,34.6,3.1,0,1
12199,283393,0,0,2.57,23,0.7160392094986286,0,26.3,1.6,0,1
12200,283437,1,1,6.85,15,1.65,0,24.9,2.4,0,0
12201,283515,1,1,4.08,9,0.7160392094986286,0,9.4,0.3,3,1
12202,283579,1,0,6.6,21,0.0,0,45.4,2.6,0,1
12203,283632,1,0,2.08,20,0.7160392094986286,4,26.6,1.9,0,1
12204,283646,1,0,3.97,10,0.7160392094986286,0,1.3,0.2,5,1
12205,283678,1,0,4.05,27,0.7160392094986286,0,22.5,1.0,0,1
12206,283683,0,0,1.14,21,0.0,0,0.0,0.0,0,1
12207,283684,1,0,3.51,24,0.7160392094986286,0,4.5,0.2,0,1
12208,283686,1,0,1.97,19,0.0,0,0.0,0.0,0,1
12209,283778,0,0,6.85,12,0.7160392094986286,0,0.5,0.1,0,0
12210,283800,0,0,0.87,22,0.0,0,0.0,0.0,0,1
12211,283818,1,0,6.85,21,0.38,0,38.4,2.1,0,0
12212,283826,0,0,1.53,0,0.0,0,0.0,0.0,4,1
12213,283900,1,1,6.85,21,1.54,0,81.7,14.7,0,0
12214,283962,1,1,1.59,44,0.0,0,0.0,0.0,0,1
12215,283997,1,0,4.78,26,0.0,0,15.7,0.5,0,1
12216,284007,1,0,3.88,10,0.7160392094986286,0,1.1,0.1,4,1
12217,284030,0,0,2.42,20,0.7160392094986286,0,8.6,0.6,0,1
12218,284039,1,0,4.76,26,0.0,0,36.2,2.6,0,1
12219,284067,0,0,2.02,21,0.7160392094986286,2,0.0,0.0,0,1
12220,284094,0,0,2.66,23,0.7160392094986286,1,13.0,0.9,0,1
12221,284153,1,0,5.98,25,0.0,0,66.8,3.7,0,1
12222,284176,1,0,6.85,21,0.3,0,58.7,14.6,0,0
12223,284184,1,1,6.85,21,0.14,0,42.8,4.1,0,0
12224,284187,1,0,4.07,26,0.7160392094986286,0,62.6,2.7,0,1
12225,284191,1,0,6.85,22,1.04,2,14.1,1.8,0,0
12226,284192,0,0,1.05,20,0.01,2,0.0,0.0,0,1
12227,284201,1,0,3.19,22,0.7160392094986286,2,48.3,2.7,0,1
12228,284223,1,0,2.06,0,0.0,0,4.7,0.6,0,1
12229,284237,0,0,0.97,22,0.0,0,0.0,0.0,0,1
12230,284277,0,0,2.86,16,0.0,0,19.9,2.5,0,1
12231,284280,1,1,6.85,21,0.31,0,202.2,12.7,0,0
12232,284299,0,0,0.87,13,0.0,0,0.0,0.0,0,1
12233,284309,1,0,6.85,12,1.03,0,22.0,1.4,0,0
12234,284401,0,0,5.46,32,0.7160392094986286,0,47.7,5.8,0,1
12235,284416,0,0,3.55,56,0.7160392094986286,0,114.1,29.7,0,1
12236,284433,1,1,6.85,25,0.36,1,41.0,3.3,0,0
12237,284442,1,0,6.85,21,0.14,0,12.1,2.0,0,0
12238,284468,0,0,7.18,35,0.7160392094986286,2,59.9,4.6,0,1
12239,284476,1,0,0.39,5,1.58,1,0.0,0.0,0,1
12240,284500,1,0,6.85,30,1.17,0,234.7,11.2,0,0
12241,284516,1,1,6.85,22,1.22,0,5.0,2.2,0,0
12242,284558,1,1,6.85,21,0.27,0,34.6,1.5,0,0
12243,284562,1,0,4.5,13,0.0,0,3.7,0.1,0,1
12244,284566,0,0,2.8,23,0.7160392094986286,0,34.6,2.1,0,1
12245,284578,1,0,6.85,21,1.74,0,22.0,2.5,0,0
12246,284583,1,0,6.85,33,0.7160392094986286,0,19.2,2.8,0,0
12247,284621,0,0,0.35,0,1.62,0,0.0,0.0,4,1
12248,284631,1,0,5.39,18,0.7160392094986286,0,107.7,11.5,0,1
12249,284639,0,0,0.49,8,0.7160392094986286,1,0.0,0.0,0,1
12250,284678,1,1,6.85,16,1.67,0,28.2,4.7,0,0
12251,284699,0,0,2.11,0,0.7160392094986286,0,0.1,0.0,2,1
12252,284717,1,0,6.85,12,0.92,0,47.3,4.3,0,0
12253,284724,1,0,2.77,22,0.7160392094986286,0,13.9,0.6,0,1
12254,284735,1,0,6.85,24,0.7160392094986286,0,20.6,2.4,0,0
12255,284743,0,0,1.32,0,0.0,0,0.0,0.0,3,1
12256,284762,1,0,2.5,21,0.7160392094986286,0,22.4,1.9,0,1
12257,284786,0,0,2.15,23,0.7160392094986286,0,41.5,2.1,0,1
12258,284802,0,0,1.74,23,0.0,0,3.2,0.1,0,1
12259,284807,1,0,2.51,18,0.7160392094986286,0,8.7,0.5,0,1
12260,284837,1,0,6.85,21,0.1,1,86.9,8.8,0,0
12261,284851,1,0,4.65,15,0.0,0,3.3,0.4,0,1
12262,284861,1,0,6.85,25,0.24,0,70.4,5.8,0,0
12263,284874,1,0,3.64,10,0.7160392094986286,0,1.5,0.1,5,1
12264,284902,0,0,6.71,56,0.7160392094986286,0,168.3,16.8,0,1
12265,284941,0,0,6.3,32,0.7160392094986286,0,14.7,0.7,0,1
12266,284946,0,0,3.1,13,0.0,4,21.8,1.4,0,1
12267,284947,1,1,3.81,20,0.7160392094986286,8,17.7,1.1,0,1
12268,284970,1,1,7.25,0,0.7160392094986286,0,0.0,0.0,0,1
12269,285124,1,0,3.38,22,0.7160392094986286,0,5.7,0.3,0,1
12270,285193,1,0,0.69,16,1.28,1,0.0,0.0,0,1
12271,285223,1,0,0.69,16,0.0,0,0.0,0.0,0,1
12272,285250,1,0,4.23,31,0.7160392094986286,0,26.8,3.8,0,1
12273,285253,1,1,6.85,17,1.77,0,27.1,1.3,0,0
12274,285259,0,0,2.21,0,0.7160392094986286,1,37.9,6.0,7,1
12275,285310,0,0,2.28,0,0.7160392094986286,0,0.0,0.0,0,1
12276,285356,1,1,6.85,20,0.01,0,100.3,10.9,0,0
12277,285363,1,1,6.85,19,1.92,1,9.5,0.6,0,0
12278,285367,0,0,6.85,12,0.7160392094986286,0,14.1,1.0,6,0
12279,285381,1,1,6.85,9,1.24,0,23.6,1.0,0,0
12280,285401,1,0,1.65,20,0.0,0,0.0,0.0,0,1
12281,285404,1,1,6.85,18,1.8,0,93.0,12.4,0,0
12282,285431,0,0,3.71,15,0.0,0,46.3,1.5,0,1
12283,285436,0,0,0.82,18,0.01,0,0.0,0.0,0,1
12284,285437,1,0,1.06,19,0.0,1,0.0,0.0,0,1
12285,285442,0,0,1.42,50,0.0,0,0.0,0.0,0,1
12286,285460,0,0,1.75,21,0.0,0,0.0,0.0,0,1
12287,285461,1,0,2.21,22,0.7160392094986286,0,4.8,0.4,0,1
12288,285492,1,0,3.11,13,0.0,1,29.1,2.8,0,1
12289,285504,1,0,2.93,15,0.0,0,0.1,0.0,0,1
12290,285510,0,0,1.46,18,0.0,0,0.0,0.0,0,1
